TABLE_NAME,LRF_SCHEMA,TABLE_SCHEMA_MAPPINGS,NEED_VALIDATION,PARSING_ERROR,ADD_UPDT_DT,ADD_LOAD_DT,FUNCTION_MAPPINGS
iex_schd_mblty_prep,"ctrl_dt,src_load_ts,cust_nm,prtn_nm,cust_id,c_agnt_schd,c_excpt,mgt_unit_id,mgt_unit_nm,src_rep_id,lgn_id,prsn,rep_nm,sen_dt,altrnt_sen_dt,extrn_id,prsnl_id,excpt_oid,excpt_lngth,actvt_nm,agnt_c_oid,asa_c_oid,c_nm,util_grp,ot_ind,excs_time_ind,iex_cntrlble_ind,opn_ind,unon_ind,trng_ind,shft_start_tm,shft_end_tm,actvt_start_tm,actvt_end_tm,excl_ind,src_updt_ts,src_data_dt","{""ctrl_dt"": ""ctrl_dt"", ""src_load_ts"": ""src_load_ts"", ""cust_nm"": ""cust_nm"", ""prtn_nm"": ""prtn_nm"", ""cust_id"": ""cust_id"", ""c_agnt_schd"": ""c_agnt_schd"", ""c_excpt"": ""c_excpt"", ""mgt_unit_id"": ""mgt_unit_id"", ""mgt_unit_nm"": ""mgt_unit_nm"", ""src_rep_id"": ""src_rep_id"", ""lgn_id"": ""lgn_id"", ""prsn"": ""prsn"", ""rep_nm"": ""rep_nm"", ""sen_dt"": ""sen_dt"", ""altrnt_sen_dt"": ""altrnt_sen_dt"", ""extrn_id"": ""extrn_id"", ""prsnl_id"": ""prsnl_id"", ""excpt_oid"": ""excpt_oid"", ""excpt_lngth"": ""excpt_lngth"", ""actvt_nm"": ""actvt_nm"", ""agnt_c_oid"": ""agnt_c_oid"", ""asa_c_oid"": ""asa_c_oid"", ""c_nm"": ""c_nm"", ""util_grp"": ""util_grp"", ""ot_ind"": ""ot_ind"", ""excs_time_ind"": ""excs_time_ind"", ""iex_cntrlble_ind"": ""iex_cntrlble_ind"", ""opn_ind"": ""opn_ind"", ""unon_ind"": ""unon_ind"", ""trng_ind"": ""trng_ind"", ""shft_start_tm"": ""shft_start_tm"", ""shft_end_tm"": ""shft_end_tm"", ""actvt_start_tm"": ""actvt_start_tm"", ""actvt_end_tm"": ""actvt_end_tm"", ""excl_ind"": ""excl_ind"", ""src_updt_ts"": ""src_updt_ts"", ""src_data_dt"": ""src_data_dt""}",No,,No,No,"{""ctrl_dt"": ""to_date(yyyy-mm-dd)"", ""src_load_ts"": ""to_timestamp()"", ""cust_nm"": ""trim"", ""prtn_nm"": ""trim"", ""cust_id"": ""trim"", ""c_agnt_schd"": ""trim"", ""c_excpt"": ""trim"", ""mgt_unit_id"": ""trim"", ""mgt_unit_nm"": ""trim"", ""src_rep_id"": ""trim"", ""lgn_id"": ""trim"", ""prsn"": ""trim"", ""rep_nm"": ""trim"", ""sen_dt"": ""trim"", ""altrnt_sen_dt"": ""trim"", ""extrn_id"": ""trim"", ""prsnl_id"": ""trim"", ""excpt_oid"": ""trim"", ""excpt_lngth"": ""trim"", ""actvt_nm"": ""trim"", ""agnt_c_oid"": ""trim"", ""asa_c_oid"": ""trim"", ""c_nm"": ""trim"", ""util_grp"": ""trim"", ""ot_ind"": ""trim"", ""excs_time_ind"": ""trim"", ""iex_cntrlble_ind"": ""trim"", ""opn_ind"": ""trim"", ""unon_ind"": ""trim"", ""trng_ind"": ""trim"", ""shft_start_tm"": ""trim"", ""shft_end_tm"": ""trim"", ""actvt_start_tm"": ""trim"", ""actvt_end_tm"": ""trim"", ""excl_ind"": ""trim"", ""src_updt_ts"": ""to_timestamp()"", ""src_data_dt"": ""to_date(yyyy-mm-dd)""}"
iex_inbnd_tm_mblty_prep,"ctrl_dt,cust_nm,cust_id,prtn_nm,acd_id,acd_nm,pbx_key,tmzn_val,src_rep_id,extrnl_id,lgn_id,rep_nm,prsn,sen_dt,altrnt_sen_dt,mgt_unit_id,mgt_unit_nm,prsnl_id,dspt_splt_cd,pbx_skl,ct_dt,start_dt,act_aht_sec,tlk_tm_val,hd_tm_val,aswr_call_cnt,acw_tm_val,src_load_dt,src_data_dt,src_updt_dt","{""ctrl_dt"": ""ctrl_dt"", ""cust_nm"": ""cust_nm"", ""cust_id"": ""cust_id"", ""prtn_nm"": ""prtn_nm"", ""acd_id"": ""acd_id"", ""acd_nm"": ""acd_nm"", ""pbx_key"": ""pbx_key"", ""tmzn_val"": ""tmzn_val"", ""src_rep_id"": ""src_rep_id"", ""extrnl_id"": ""extrnl_id"", ""lgn_id"": ""lgn_id"", ""rep_nm"": ""rep_nm"", ""prsn"": ""prsn"", ""sen_dt"": ""sen_dt"", ""altrnt_sen_dt"": ""altrnt_sen_dt"", ""mgt_unit_id"": ""mgt_unit_id"", ""mgt_unit_nm"": ""mgt_unit_nm"", ""prsnl_id"": ""prsnl_id"", ""dspt_splt_cd"": ""dspt_splt_cd"", ""pbx_skl"": ""pbx_skl"", ""ct_dt"": ""ct_dt"", ""start_dt"": ""start_dt"", ""act_aht_sec"": ""act_aht_sec"", ""tlk_tm_val"": ""tlk_tm_val"", ""hd_tm_val"": ""hd_tm_val"", ""aswr_call_cnt"": ""aswr_call_cnt"", ""acw_tm_val"": ""acw_tm_val"", ""src_load_dt"": ""src_load_dt"", ""src_data_dt"": ""src_data_dt"", ""src_updt_dt"": ""src_updt_dt""}",No,,No,Yes,"{""ct_dt"": ""to_timestamp(yyyy-mm-dd)"", ""src_load_dt"": ""to_timestamp(yyyy-mm-dd)"", ""src_updt_dt"": ""to_timestamp(yyyy-mm-dd)""}"
jdpwr_srvy_prep,"respondent_serial,mrp_survey_respid,survey_wave,study_year,currentmonth,currentyear,mrp_survey_date,study,action_code","{""respondent_serial"": ""rspndt_nbr"", ""mrp_survey_respid"": ""jdpwr_srvy_resp_id"", ""survey_wave"": ""srvy_wave_nbr"", ""study_year"": ""srvy_yr_nbr"", ""currentmonth"": ""srvy_mnth_nbr"", ""currentyear"": ""curr_yr_nbr"", ""mrp_survey_date"": ""srvy_dt_tm_val"", ""study"": ""srvy_nm"", ""Action_code"": ""actn_cd""}",No,,No,Yes,{}
cde_agnt_warng_prxmt_prep,"warng_dt_ts,warng_id,attuid,warng_trans_id,warng_crdt_per_contct,tot_warng_crdt_amt,tot_warng_contct_cnt","{""warng_id"": ""warng_id"", ""warng_trans_id"": ""warng_trans_id"", ""warng_dt_ts"": ""warng_dt_ts"", ""attuid"": ""attuid"", ""warng_crdt_per_contct"": ""warng_crdt_per_contct"", ""tot_warng_crdt_amt"": ""tot_warng_crdt_amt"", ""tot_warng_contct_cnt"": ""tot_warng_contct_cnt""}",No,,No,Yes,"{""warng_trans_id"": ""trim"", ""warng_dt_ts"": ""to_timestamp(YYYY/MM/DDBHH:MI:SS)"", ""attuid"": ""trim"", ""warng_crdt_per_contct"": ""trim""}"
ccpm_wrd_sls_ord_dtl_prep,"record_type,order_id,source_feed_id,order_det_id,src_action_cd,action_cd,prd_cd,order_action_sales_cd,usoc,usoc_qty,upgrd_dwngrd_cd,adj_dt,remove_dt,c_ord_new_sale_ind,secondary_identifier,inc_rec_rev,inc_nonrec_rev,inc_qty,net_inc_rev,net_inc_qty,assigned_product_item_id,order_action_creator_attuid,src_bundle_identifier,src_action_status_cd,x_establish_dt,free_trail,dtvbv_plan_name,dtvbv_order_dt,dtvbv_partner_name,dtvbv_install_dt,dtvbv_install_type,dtvbv_deposit_amt,dtvbv_partner_id,dtvbv_partner_acct,dtvbv_product_status,dtvbv_joint_bill_ind,marketing_src_cd,existing_dtv_customer,dtvbv_speed,dtvbv_type,dtvbv_products_ordered,dtvbv_sel_svcs_crm,dtvbv_partner_ord_conf,dtvbv_move_ind,dtvbv_reason_cd,dtvbv_optin_dt,dtvbv_visit_id,SOURCE_BAN,TARGET_BAN,BYPASS_REASON,CLOSED_MONTH_ADJ_FLAG,SRC_ACTION_POST_DT,SRC_ACTION_CNCL_DT,SRC_ACTION_DISC_DT,SRC_ACTION_CANC_REASON_CD,SRC_ACTION_DISC_REASON_CD,PRTNR_NAME,PRTNR_EML,PRTNR_PHN_NBR,BILLER_NAME,LEGACY_BAN,CHANNEL_CODE,MIGRATION_DISCONNECTION_DATE,MIGRATION_IND,ACCT_SUB_TYPE,imei_type,imei_cat,imei_sub_cat,llp_tier,rc_rsn_cd,xref_prd_cd,sub_chort_id,sku,inst_on,lvng_unit_sts,trspt_type,trspt_type_grp","{""order_id"": ""ord_id"", ""source_feed_id"": ""src_sys_id"", ""order_det_id"": ""ord_dtl_id"", ""src_action_cd"": ""src_actn_cd"", ""action_cd"": ""actn_cd"", ""prd_cd"": ""prd_cd"", ""order_action_sales_cd"": ""ord_actn_sls_cd"", ""usoc"": ""ccpm_usoc"", ""usoc_qty"": ""usoc_qty"", ""upgrd_dwngrd_cd"": ""upgrd_dngrd_cd"", ""adj_dt"": ""adj_dt"", ""remove_dt"": ""rmv_dt"", ""c_ord_new_sale_ind"": ""new_on_chg_ord_ind"", ""secondary_identifier"": ""sec_ind"", ""inc_rec_rev"": ""incntv_recur_rvnu"", ""inc_nonrec_rev"": ""incntv_nrr"", ""inc_qty"": ""incntv_qty"", ""net_inc_rev"": ""net_incntv_rvnu"", ""net_inc_qty"": ""net_incntv_qty"", ""assigned_product_item_id"": ""asgnd_prd_itm_id"", ""order_action_creator_attuid"": ""ord_actn_crtr_attuid"", ""src_bundle_identifier"": ""src_bndl_id"", ""src_action_status_cd"": ""src_actn_sts_cd"", ""x_establish_dt"": ""x_establish_dt"", ""free_trail"": ""free_trail"", ""dtvbv_plan_name"": ""dtvbv_plan_nm"", ""dtvbv_order_dt"": ""dtvbv_ord_dt"", ""dtvbv_partner_name"": ""dtvbv_prtnr_nm"", ""dtvbv_install_dt"": ""dtvbv_insl_dt"", ""dtvbv_install_type"": ""dtvbv_insl_type"", ""dtvbv_deposit_amt"": ""dtvbv_dep_amt"", ""dtvbv_partner_id"": ""dtvbv_prtnr_id"", ""dtvbv_partner_acct"": ""dtvbv_prtnr_acct"", ""dtvbv_product_status"": ""dtvbv_prd_sts"", ""dtvbv_joint_bill_ind"": ""dtvbv_jnt_bill_ind"", ""marketing_src_cd"": ""mktg_src_cd"", ""existing_dtv_customer"": ""exst_dtv_cust"", ""dtvbv_speed"": ""dtvbv_speed"", ""dtvbv_type"": ""dtvbv_type"", ""dtvbv_products_ordered"": ""dtvbv_prd_ord"", ""dtvbv_sel_svcs_crm"": ""dtvbv_pref_srvs_crm"", ""dtvbv_partner_ord_conf"": ""dtvbv_prntr_ord_confirm"", ""dtvbv_move_ind"": ""dtvbv_mv_ind"", ""dtvbv_reason_cd"": ""dtvbv_rsn_cd"", ""dtvbv_optin_dt"": ""dtvbv_optin_dt"", ""dtvbv_visit_id"": ""dtvbv_vist_id"", ""SOURCE_BAN"": ""src_ban_desc"", ""TARGET_BAN"": ""tar_ban_desc"", ""BYPASS_REASON"": ""byps_rsn_desc"", ""CLOSED_MONTH_ADJ_FLAG"": ""closd_mnth_adj_flg"", ""SRC_ACTION_POST_DT"": ""ord_actn_postd_tm"", ""SRC_ACTION_CNCL_DT"": ""ord_actn_cxl_tm"", ""SRC_ACTION_DISC_DT"": ""ord_actn_discnt_tm"", ""SRC_ACTION_CANC_REASON_CD"": ""ord_actn_cxl_rsn_cd"", ""SRC_ACTION_DISC_REASON_CD"": ""ord_actn_discnt_rsn_cd"", ""PRTNR_NAME"": ""PRTNR_NM"", ""PRTNR_EML"": ""PRTNR_EML"", ""PRTNR_PHN_NBR"": ""PRTNR_PHN_NBR"", ""biller_name"": ""bllr_nm"", ""legacy_ban"": ""lgc_ban"", ""channel_code"": ""chnl_cd"", ""MIGRATION_DISCONNECTION_DATE"": ""migr_discnt_dt"", ""MIGRATION_IND"": ""migr_offr_ind"", ""ACCT_SUB_TYPE"": ""ACCT_SUB_TYPE"", ""imei_type"": ""imei_type"", ""imei_cat"": ""imei_cat"", ""imei_sub_cat"": ""imei_sub_cat"", ""llp_tier"": ""llp_tier"", ""rc_rsn_cd"": ""rc_rsn_cd"", ""xref_prd_cd"": ""xref_prd_cd"", ""sub_chort_id"": ""sub_chort_id"", ""sku"": ""sku"", ""inst_on"": ""inst_on"", ""lvng_unit_sts"": ""lvng_unit_sts"", ""trspt_type"": ""trspt_type"", ""trspt_type_grp"": ""trspt_type_grp""}",No,,No,Yes,"{""adj_dt"": ""to_date(MM/DD/YYYY)"", ""rmv_dt"": ""to_date(MM/DD/YYYY)"", ""x_establish_dt"": ""to_date(MM/DD/YYYY)"", ""dtvbv_ord_dt"": ""to_date(MM/DD/YYYY)"", ""dtvbv_insl_dt"": ""to_date(MM/DD/YYYY)"", ""dtvbv_optin_dt"": ""to_date(MM/DD/YYYY)"", ""ord_actn_postd_tm"": ""to_timestamp(mm/dd/yyyyBhh:mi:ss)"", ""ord_actn_cxl_tm"": ""to_timestamp(mm/dd/yyyyBhh:mi:ss)"", ""ord_actn_discnt_tm"": ""to_timestamp(mm/dd/yyyyBhh:mi:ss)"", ""migr_discnt_dt"": ""to_date(MM/DD/YYYY)""}"
cde_adj_trans_prep,"trans_id,req_dt_tm,cust_id,cust_id_type,acct_nbr,acct_nbr_type,cust_type,chnl_desc,rqstr_att_id,secur_prof_id,telg_prof_id,ban_lmt_val,ln_lmt_val,clng_sys_id,orgr_sys_nm,dbug_flg,resp_dt_tm,resp_cust_id,resp_acct_nbr,cde_resp_sts_cd,cde_sum_req_amt,cde_sum_appd_amt,case_sts_cd,case_id,dcsn_updt_trans_id,ovrd_prof_type,prd_lvl_id,goodwill_ind,prd_type,adj_expln_cd,ln_lvl_ovrd_ind,ovrd_aprvr_id,blng_sbmt_by_id,bllr_adj_trans_id,resp_goodwill_ind,chrg_cd,chrg_type,dcsn_sts_cd,req_crdt_amt,appd_amt,Prd_ovrd_prof_type,ovrd_by_usr_ind,chrg_amt,load_dt_tm,bds_trans_id,evt_id,orgr_sys_id,bl_start_dt,bl_end_dt,bl_stmnt_dt,chrg_dt,post_dt_tm,acptd_by_usr_ind,is_appd_txt,bllr_adj_sts_cd,ovrd_ind,adj_amt,fed_tax_adj_amt,st_tax_adj_amt,cnty_tax_adj_amt,sec_cnty_tax_adj_amt,tot_tax_adj_amt,credit_reason_description,adj_expln_cat_name,type_of_model,amt_rcmnd_by_model,amt_rcmnd_by_bus_rule,model_rcmnd_vrsn,soa_lmt_excd_ind,otg_start_dt,otg_rsol_dt,otg_evt_id,rsol_ind,root_cuse,ovrd_lvl_ind,ovrd_sts_ind,ovrd_req_ind,ovrd_rsn_desc,ovrd_rjct_attuid,updt_dt_tm","{""trans_id"": ""trans_id"", ""req_dt_tm"": ""req_dt_tm"", ""cust_id"": ""cust_id"", ""cust_id_type"": ""cust_id_type"", ""acct_nbr"": ""acct_nbr"", ""acct_nbr_type"": ""acct_nbr_type"", ""cust_type"": ""cust_type"", ""chnl_desc"": ""chnl_desc"", ""rqstr_att_id"": ""rqstr_att_id"", ""secur_prof_id"": ""secur_prof_id"", ""telg_prof_id"": ""telg_prof_id"", ""ban_lmt_val"": ""ban_lmt_val"", ""ln_lmt_val"": ""ln_lmt_val"", ""clng_sys_id"": ""clng_sys_id"", ""orgr_sys_nm"": ""orgr_sys_nm"", ""dbug_flg"": ""dbug_flg"", ""resp_dt_tm"": ""resp_dt_tm"", ""resp_cust_id"": ""resp_cust_id"", ""resp_acct_nbr"": ""resp_acct_nbr"", ""cde_resp_sts_cd"": ""cde_resp_sts_cd"", ""cde_sum_req_amt"": ""cde_sum_req_amt"", ""cde_sum_appd_amt"": ""cde_sum_appd_amt"", ""case_sts_cd"": ""case_sts_cd"", ""case_id"": ""case_id"", ""dcsn_updt_trans_id"": ""dcsn_updt_trans_id"", ""ovrd_prof_type"": ""ovrd_prof_type"", ""prd_lvl_id"": ""prd_lvl_id"", ""goodwill_ind"": ""goodwill_ind"", ""prd_type"": ""prd_type"", ""adj_expln_cd"": ""adj_expln_cd"", ""ln_lvl_ovrd_ind"": ""ln_lvl_ovrd_ind"", ""ovrd_aprvr_id"": ""ovrd_aprvr_id"", ""blng_sbmt_by_id"": ""blng_sbmt_by_id"", ""bllr_adj_trans_id"": ""bllr_adj_trans_id"", ""resp_goodwill_ind"": ""resp_goodwill_ind"", ""chrg_cd"": ""chrg_cd"", ""chrg_type"": ""chrg_type"", ""dcsn_sts_cd"": ""dcsn_sts_cd"", ""req_crdt_amt"": ""req_crdt_amt"", ""appd_amt"": ""appd_amt"", ""Prd_ovrd_prof_type"": ""Prd_ovrd_prof_type"", ""ovrd_by_usr_ind"": ""ovrd_by_usr_ind"", ""chrg_amt"": ""chrg_amt"", ""load_dt_tm"": ""load_dt_tm"", ""bds_trans_id"": ""bds_trans_id"", ""evt_id"": ""evt_id"", ""orgr_sys_id"": ""orgr_sys_id"", ""bl_start_dt"": ""bl_start_dt"", ""bl_end_dt"": ""bl_end_dt"", ""bl_stmnt_dt"": ""bl_stmnt_dt"", ""chrg_dt"": ""chrg_dt"", ""post_dt_tm"": ""post_dt_tm"", ""acptd_by_usr_ind"": ""acptd_by_usr_ind"", ""is_appd_txt"": ""is_appd_txt"", ""bllr_adj_sts_cd"": ""bllr_adj_sts_cd"", ""ovrd_ind"": ""ovrd_ind"", ""adj_amt"": ""adj_amt"", ""fed_tax_adj_amt"": ""fed_tax_adj_amt"", ""st_tax_adj_amt"": ""st_tax_adj_amt"", ""cnty_tax_adj_amt"": ""cnty_tax_adj_amt"", ""sec_cnty_tax_adj_amt"": ""sec_cnty_tax_adj_amt"", ""tot_tax_adj_amt"": ""tot_tax_adj_amt"", ""credit_reason_description"": ""crdt_rsn_desc"", ""adj_expln_cat_name"": ""adj_expln_cat_nm"", ""type_of_model"": ""type_of_model"", ""amt_rcmnd_by_model"": ""amt_rcmnd_by_model"", ""amt_rcmnd_by_bus_rule"": ""amt_rcmnd_by_bus_rule"", ""model_rcmnd_vrsn"": ""model_rcmnd_vrsn"", ""soa_lmt_excd_ind"": ""soa_lmt_excd_ind"", ""otg_start_dt"": ""otg_start_dt"", ""otg_rsol_dt"": ""otg_rsol_dt"", ""otg_evt_id"": ""otg_evt_id"", ""rsol_ind"": ""rsol_ind"", ""root_cuse"": ""root_cuse"", ""ovrd_lvl_ind"": ""ovrd_lvl_ind"", ""ovrd_sts_ind"": ""ovrd_sts_ind"", ""ovrd_req_ind"": ""ovrd_req_ind"", ""ovrd_rsn_desc"": ""ovrd_rsn_desc"", ""ovrd_rjct_attuid"": ""ovrd_rjct_attuid""}",No,,No,Yes,"{""post_dt_tm"": ""to_timestamp()""}"
iex_lgn_mblty_prep,"ctrl_dt,cust_nm,cust_id,prtn_nm,acd_id,acd_nm,tmzn_val,src_rep_id,extrnl_id,lgn_id,rep_nm,prsn,sen_dt,altrnt_sen_dt,mgt_unit_id,mgt_unit_nm,prsnl_id,ct_dt,start_dt,lgn_tm_val,not_rdy_tm_val,outbnd_call_cnt,outbnd_call_cnt_tm_val,rdy_tm_val,src_load_dt,src_data_dt,src_updt_dt","{""ctrl_dt"": ""ctrl_dt"", ""cust_nm"": ""cust_nm"", ""cust_id"": ""cust_id"", ""prtn_nm"": ""prtn_nm"", ""acd_id"": ""acd_id"", ""acd_nm"": ""acd_nm"", ""tmzn_val"": ""tmzn_val"", ""src_rep_id"": ""src_rep_id"", ""extrnl_id"": ""extrnl_id"", ""lgn_id"": ""lgn_id"", ""rep_nm"": ""rep_nm"", ""prsn"": ""prsn"", ""sen_dt"": ""sen_dt"", ""altrnt_sen_dt"": ""altrnt_sen_dt"", ""mgt_unit_id"": ""mgt_unit_id"", ""mgt_unit_nm"": ""mgt_unit_nm"", ""prsnl_id"": ""prsnl_id"", ""ct_dt"": ""ct_dt"", ""start_dt"": ""start_dt"", ""lgn_tm_val"": ""lgn_tm_val"", ""not_rdy_tm_val"": ""not_rdy_tm_val"", ""outbnd_call_cnt"": ""outbnd_call_cnt"", ""outbnd_call_cnt_tm_val"": ""outbnd_call_cnt_tm_val"", ""rdy_tm_val"": ""rdy_tm_val"", ""src_load_dt"": ""src_load_dt"", ""src_data_dt"": ""src_data_dt"", ""src_updt_dt"": ""src_updt_dt""}",No,,No,Yes,"{""ct_dt"": ""to_timestamp(yyyy-mm-dd)"", ""src_load_dt"": ""to_timestamp(yyyy-mm-dd)"", ""src_updt_dt"": ""to_timestamp(yyyy-mm-dd)""}"
ccpm_wrd_prd_ctlg_prep,"record_type,feed_cd,usoc,usoc_desc,dp_usoc,dp_usoc_desc,product_family_cd,dp_product_family_cd,audit_trail_creation_dt","{""feed_cd"": ""src_sys_cd"", ""usoc"": ""ccpm_usoc"", ""usoc_desc"": ""ccpm_usoc_desc"", ""dp_usoc"": ""cpc_usoc"", ""dp_usoc_desc"": ""cpc_usoc_desc"", ""product_family_cd"": ""ccpm_prd_fam_cd"", ""dp_product_family_cd"": ""cpc_prd_fam_cd""}",No,,No,Yes,{}
mstry_shp_srvy_resp_prep,"Evaluation_ID,qustn_id,qustn_nbr,qustn_txt,qustn_type,aswr_id,aswr_txt","{""Evaluation_ID"": ""srvy_resp_id"", ""qustn_id"": ""qustn_id"", ""qustn_nbr"": ""qustn_nm"", ""qustn_txt"": ""qustn_txt"", ""qustn_type"": ""qustn_type"", ""aswr_txt"": ""aswr_txt"", ""aswr_id"": ""aswr_nbr""}",No,,No,Yes,{}
ofe_offr_dim_prep,"offr_grp,prpstn_grp_txt,prpstn_txt,prpstn_grp,prpstn_nm","{""offr_grp"": ""offr_grp"", ""prpstn_grp_txt"": ""prpstn_grp_txt"", ""prpstn_txt"": ""prpstn_txt"", ""prpstn_grp"": ""prpstn_grp"", ""prpstn_nm"": ""prpstn_nm""}",Yes,,No,Yes,"{""offr_grp"": ""trim"", ""prpstn_grp_txt"": ""trim"", ""prpstn_txt"": ""trim"", ""prpstn_grp"": ""trim"", ""prpstn_nm"": ""trim(REGEXP_REPLACE(:prpstn_nm,[^[:ascii:]],)""}"
qltrcs_srvy_resp_prep,"srvy_resp_id,Stdy_type,qustn_id,qustn_lbl,qustn_type,Resp_txt,Resp_lbl","{""srvy_resp_id"": ""srvy_resp_id"", ""Stdy_type"": ""Stdy_type"", ""qustn_id"": ""qustn_id"", ""qustn_lbl"": ""qustn_lbl"", ""qustn_type"": ""qustn_type"", ""Resp_txt"": ""Resp_txt"", ""Resp_lbl"": ""Resp_lbl""}",No,,No,Yes,{}
ofe_offr_hdr_prep,"offr_id,ctn,acct_nbr,attuid,offr_dt,offr_tm,resp_dt,resp_tm,ampu_rnvstmnt_amt,acv_rnvstmnt_amt,intnt_lvl_1_cd,intnt_lvl_2_cd,intnt_prd_type,wrk_grp,loc_id,loc_nm,ott_acct_id,dtv_lgc_acct_id,orgn_sesn_id,equip_upgrd_elgbly_flg","{""offr_id"": ""offr_id"", ""ctn"": ""ctn"", ""acct_nbr"": ""acct_nbr"", ""attuid"": ""attuid"", ""offr_dt"": ""offr_dt"", ""offr_tm"": ""offr_tm"", ""resp_dt"": ""resp_dt"", ""resp_tm"": ""resp_tm"", ""ampu_rnvstmnt_amt"": ""ampu_rnvstmnt_amt"", ""acv_rnvstmnt_amt"": ""acv_rnvstmnt_amt"", ""intnt_lvl_1_cd"": ""intnt_lvl_1_cd"", ""intnt_lvl_2_cd"": ""intnt_lvl_2_cd"", ""intnt_prd_type"": ""intnt_prd_type"", ""wrk_grp"": ""wrk_grp"", ""loc_id"": ""loc_id"", ""loc_nm"": ""loc_nm"", ""ott_acct_id"": ""ott_acct_id"", ""dtv_lgc_acct_id"": ""dtv_lgc_acct_id"", ""orgn_sesn_id"": ""orgn_sesn_id"", ""equip_upgrd_elgbly_flg"": ""equip_upgrd_elgbly_flg""}",No,,No,Yes,"{""offr_id"": ""trim"", ""ctn"": ""trim"", ""acct_nbr"": ""trim"", ""attuid"": ""trim"", ""resp_dt"": ""trim"", ""intnt_lvl_1_cd"": ""trim"", ""intnt_lvl_2_cd"": ""trim"", ""intnt_prd_type"": ""trim"", ""wrk_grp"": ""trim"", ""loc_id"": ""trim"", ""loc_nm"": ""trim"", ""ott_acct_id"": ""trim"", ""dtv_lgc_acct_id"": ""trim"", ""orgn_sesn_id"": ""trim"", ""equip_upgrd_elgbly_flg"": ""trim""}"
qltrcs_srvy_fct_prep,"srvy_resp_id,srvy_nm,srvy_type,cust_loc_id,acct_id,acct_nbr,srv_accs_id,CTN,stdy_yr,curr_mnth,curr_yr,resp_rec_dt_tm,actn_cd","{""srvy_resp_id"": ""srvy_resp_id"", ""srvy_nm"": ""srvy_nm"", ""srvy_type"": ""srvy_type"", ""cust_loc_id"": ""cust_loc_id"", ""acct_id"": ""acct_id"", ""acct_nbr"": ""acct_nbr"", ""srv_accs_id"": ""srv_accs_id"", ""CTN"": ""CTN"", ""stdy_yr"": ""stdy_yr"", ""curr_mnth"": ""curr_mnth"", ""curr_yr"": ""curr_yr"", ""resp_rec_dt_tm"": ""resp_rec_dt_tm"", ""actn_cd"": ""actn_cd""}",No,,No,Yes,{}
hbomx_acct_hist_dim_prep,"bill_sys_geo_id,cm_id,acct_nbr,prd_sts_cd,prd_sts_desc,lob_nm,prd_lvl_1_cd,subsrptn_prd_offr_key,prd_offr_cd,hshld_hbo_mx_elgbly_ind,hbo_mx_subsrptn_actv_ind,hbo_mx_first_athntct_dt,hbo_mx_actl_prc_desc,cust_mtchd_id_base,hshld_prc_type,eff_bgn_dt,eff_end_dt","{""bill_sys_geo_id"": ""bill_sys_geo_id"", ""cm_id"": ""cust_mtchd_id_enhncd"", ""acct_nbr"": ""acct_nbr"", ""prd_sts_cd"": ""prd_sts_cd"", ""prd_sts_desc"": ""prd_sts_desc"", ""lob_nm"": ""lob_nm"", ""prd_lvl_1_cd"": ""prd_lvl_1_cd"", ""subsrptn_prd_offr_key"": ""subsrptn_prd_offr_key"", ""prd_offr_cd"": ""prd_offr_cd"", ""hshld_hbo_mx_elgbly_ind"": ""hshld_hbomx_elgbly_ind"", ""hbo_mx_subsrptn_actv_ind"": ""hbomx_subsrptn_actv_ind"", ""hbo_mx_first_athntct_dt"": ""hbomx_first_athntct_dt"", ""hbo_mx_actl_prc_desc"": ""hbomx_actl_prc_desc"", ""cust_mtchd_id_base"": ""cust_mtchd_id_base"", ""hshld_prc_type"": ""hshld_prc_type"", ""eff_bgn_dt"": ""eff_start_dt"", ""eff_end_dt"": ""eff_end_dt""}",No,,No,Yes,{}
iex_adhrnc_prep,"start_dt,tmzn_val,cust_id,mgt_unit_id,tv_id,acd_id,lgn_id,agnt_nm,mdfy_by_val,tot_act_val,tot_in_adhrnc_val,tot_out_adhrnc_val,tot_sched_val,adhrnc_pct_val,rep_attuid,node_nm,cust_nm","{""start_dt"": ""start_dt"", ""tmzn_val"": ""tmzn_val"", ""cust_id"": ""cust_id"", ""mgt_unit_id"": ""mgt_unit_id"", ""tv_id"": ""tv_id"", ""acd_id"": ""acd_id"", ""lgn_id"": ""lgn_id"", ""agnt_nm"": ""agnt_nm"", ""mdfy_by_val"": ""mdfy_by_val"", ""tot_act_val"": ""tot_act_val"", ""tot_in_adhrnc_val"": ""tot_in_adhrnc_val"", ""tot_out_adhrnc_val"": ""tot_out_adhrnc_val"", ""tot_sched_val"": ""tot_sched_val"", ""adhrnc_pct_val"": ""adhrnc_pct_val"", ""rep_attuid"": ""rep_attuid"", ""node_nm"": ""node_nm"", ""cust_nm"": ""cust_nm""}",No,,No,Yes,"{""start_dt"": ""to_date(MMDDYYYY)""}"
